file 1:
Ἐρατώ : 2
ἐργαστήριον : 2
ἑπταετής : 2
παρόρμησις : 4
ἐρίκτυπος : 2
δουράτεος : 2
δορίκτητος : 2
πατροκτόνος : 5
πάρμη : 3
ἐριβρεμέτης : 2
ἐρίβρομος : 2
δύσκριτος : 3
κυΐσκομαι : 2
πέδοι : 7
προσλεύσσω : 2
προσεταιρίζομαι : 2
κτητός : 2
δρύοχοι : 4
προσεντέλλομαι : 2
πατροφονεύς : 3
προφράζω : 2
κωλύμη : 2
προτελέω : 2
περίοιδα : 5
κυπάρισσος : 2
δυσηλεγής : 2
πεζακοντιστής : 4
πύρνον : 2
δύσφημος : 2
εὔθυνα : 3
πειθαρχία : 6
δυσκέλαδος : 2
εὐγνώμων : 2
εὐθυπορέω : 3
εὖθριξ : 2
δυσώδης : 2
πειραίνω : 4
εὔμορφος : 2
ἐγγυητής : 2
μαντόσυνος : 2
εὐροέω : 2
εὐπρόσοδος : 2
ἐγχείρημα : 2
εὐράξ : 2
ἐγκριτέος : 2
κᾶλον : 2
σύμφυτον : 2
ἐφιζάνω : 2
εἰκασία : 2
ἐθελοκάκησις : 2
συνερείδω : 2
μεταδοκέω : 2
πελτοφόρος : 3
εἰσαγωγή : 2
εἰσκατατίθημι : 2
ἔφαλος : 2
ἐξοικίζω : 3
κνώδων : 3
κναφεῖον : 2
προναυμαχέω : 2
προμνηστῖνοι : 2
κοινωνικός : 4
προλυπέομαι : 2
κοινωνητέος : 3
κοινώνημα : 3
κοινότης : 3
κοιταῖος : 3
κύμβαχος : 2
καλλίπολις : 2
κομπώδης : 3
κολυμβητής : 2
κόλλοψ : 2
κορυζάω : 3
κραδίας : 4
κόναβος : 2
κόνιος : 2
σκηνοποιία : 2
κατάχυσμα : 2
κοππατίας : 2
κόφινος : 2
κρᾶσις : 2
κουρίξ : 2
κρήνηνδε : 4
κυδοιμέω : 2
κητώεις : 2
κρίζω : 3
Κρῖσα : 3
συγκατακαίω : 2
συγκαταδουλόω : 2
συγκαλύπτω : 2
κρεμάθρα : 3
κροκωτός : 3
κροαίνω : 3
κροταλίζω : 4
κυβέρνησις : 3
κνυζόω : 2
κρύβδα : 3
συναισθάνομαι : 2
Ἀμαθοῦς : 3
κύλινδρος : 3
κονιορτόω : 2
κρίκος : 2
κτίδεος : 3
συνεπιμελέομαι : 2
κόλος : 2
μετάγγελος : 2
συντρέφω : 2
κυδάζω : 3
συντειχίζω : 2
μεταστροφή : 2
Κυνόσαργες : 5
Ταρτήσσιος : 2
λαοφόρος : 5
ταναύπους : 2
κυματίας : 3
μετώπιον : 2
κύμινδις : 5
κύρτωμα : 5
κυναγός : 3
κύτος : 4
τριόρχης : 2
κυπτάζω : 3
φύτλη : 2
μυθολόγος : 2
κυψέλη : 3
κυρτόω : 2
κωδωνίζω : 4
τωθάζω : 2
κωδωνοφορέω : 4
Λαΐειος : 2
κύρτη : 3
ὑποικουρέω : 2
κωπέω : 2
λαβρεύομαι : 2
λασιαύχην : 5
λωβητός : 2
μᾶ : 2
λάχεια : 4
φιλοκερδέω : 2
λυσσάς : 2
ὅδιος : 2
φιαληφόρος : 2
λάξις : 3
λευκανθής : 4
λιθόστρωτος : 3
ξυνήϊος : 2
φέρετρον : 2
λακίς : 3
λαιμοτομέω : 2
μαλθάσσω : 2
φορεῖον : 2
φονικός : 2
φοινικοβάλανος : 2
λαφυροπώλης : 3
λείψανον : 4
χορτολογία : 2
ὁμονοητικός : 2
λειτουργέω : 4
λεπίς : 3
ὄπατρος : 2
ψευδολόγος : 2
λεπτόγειος : 3
λευκόπετρον : 3
μετεκβαίνω : 7
Ἀθαμαντίς : 2
λευκόθριξ : 3
λευκαίνω : 2
Λεωκόρειον : 4
ληπτέος : 3
μήνιμα : 2
Ἀσκάνιος : 2
λήϊτον : 3
παίδειος : 2
λιβανωτοφόρος : 4
λιθάς : 5
Ἀλιλάτ : 2
μόσχειος : 2
παλιμπλάζομαι : 2
λιθόβολος : 5
παλεύω : 2
Ἴσμαρος : 2
παλαιόφρων : 2
λησμοσύνη : 2
Λαιστρυγόνιος : 2
πανταχοῖ : 2
λιποψυχέω : 3
λογιστής : 3
λικριφίς : 3
Λίμναι : 4
Ἀργινοῦσαι : 2
λιχμάζω : 6
λίψ2 : 5
Κήρινθος : 2
λινόδετος : 4
Πολυκτορίδης : 2
Πολυδώρη : 2
Ποδαλείριος : 2
Ποίας : 2
Σείριος : 2
ξενολόγος : 2
Ὑπερησίη : 2
σκηπάνιον : 2
ξερόν : 2
πελεκίζω : 2
οἰκητός : 2
θεωρικός : 2
λοιμώδης : 3
θαλαμιός : 2
λοισθήϊος : 3
Λυκηγενής : 3
λυμεών : 2
ὀλβία : 2
οἰνών : 2
πεμπάς : 2
κελήτιον : 2
οἶμα : 2
οἰκόπεδον : 2
λωβεύω : 2
Φαίνιππος : 2
ὄρχις : 2
ὀργάζω : 2
περιωδυνία : 2
Δοῦρις : 2
Ἄφιδνα : 2
λωτοφάγοι : 2
λώπη : 2
λωποδυτέω : 2
μάννα : 4
μανιάκης : 3
ἐπιμύζω : 2
ὀχμάζω : 2
ἐμπαίζω : 2
παντέλεια : 2
πανηγυρικός : 2
Πάνιον : 2
ἕψημα : 2
παλίντιτος : 2
μαργάω : 3
παραφορά : 2
παράνοια : 2
παραμυθία : 2
παρακλείω : 2
ἀνάδειξις : 3
χαλκοχάρμης : 2
πεντετάλαντος : 2
μελάγγαιος : 3
μεγαληγορέω : 2
ἀνάβλησις : 2
περιωθέω : 2
ἀμφίθετος : 3
μειρακίσκος : 2
μελάγχιμος : 2
μελῳδέω : 3
πολυαρχία : 2
πολλαπλόος : 2
πολεύω : 2
ἀβεβαιότης : 2
μελανείμων : 2
μελανία : 2
μεσοπύργιον : 3
προπονέω : 2
μεσαιπόλιος : 2
πρίων : 2
πρακτήρ : 2
ποταμόνδε : 2
πόρκης : 2
μέτρησις : 5
μεταίρω : 3
προπομπή : 2
μεταδοξάζω : 2
ἕψησις : 2
μετατάσσω : 5
μεταθέω : 2
ῥοδῆ : 2
ῥήτρα : 2
μεταυτίκα : 5
ῥᾴδια : 2
πυρία : 2
πυράγρα : 2
μέταρσις : 4
μεταστοιχεί : 4
σιτεύω : 2
σίσυρνα : 2
σίμβλος : 2
πτέρωσις : 2
σπαράσσω : 2
σκυτόω : 2
σκῶλος : 2
σπάρτος : 2
στυλόω : 2
μετοχλίζω : 5
μέτρημα : 6
συγκάμνω : 3
στίβη : 2
στρατηγιάω : 2
μετοχή : 5
συλεύω : 2
συγκύρημα : 2
συλλαλέω : 2
συγκινέω : 2
συγκλίνω : 2
σίγλος : 2
συνδεσμώτης : 2
συνειλέω : 2
συναφή : 2
συνδιαπράσσω : 2
συνεπιβάλλω : 2
ὑπερθύριον : 2
τυλόω : 2
τυμβήρης : 2
τρωτός : 2
τρώκτης : 2
μύρτων : 2
συνείρω : 2
συνεκχέω : 2
μηλόβοτος : 4
μισοτύραννος : 3
μυκόομαι : 6
ὑποτείχισμα : 2
μηρύομαι : 4
ὑπομονή : 2
σπάραγμα : 2
μῆνιγξ : 4
φίλαυλος : 2
φιλάρματος : 2
χαλκέων : 2
χαλίφρων : 2
φύτευμα : 2
φυλέτης : 2
φρυκτωρία : 2
συμπαραλαμβάνω : 2
ψευδόμαντις : 2
ὠή : 2
χυτλόω : 2
μιλτοπάρηος : 2
ψαρός : 2
μογερός : 4
Δημοφῶν : 2
Μενέσθιος : 2
Ἡγησίλεως : 2
Καΰστριος : 2
νήπτης : 3
οἰνηρός : 4
μολπάζω : 5
Μελανθώ : 2
Δυναμένη : 2
Θών : 2
Ὀφέλτιος : 2
ἀλεξίμβροτος : 2
Ἴσανδρος : 2
Ἱππόμαχος : 2
διάημι : 2
μοναχοῦ : 5
μοιράω : 3
μόλιβος : 4
Λάγος : 2
μορόεις : 5
Μόλος : 2
μυριάρχης : 5
Κτιμένη : 2
Κυμοθόη : 2
Κρήθων : 2
μοχλεύω : 4
συρμαία : 2
Κλύμενος : 2
Μάρις : 2
μονόλιθος : 4
Χύτροι : 2
Πύρασος : 2
Ῥοίτειον : 2
μοχλέω : 4
Ὦρος : 2
μυδαίνω : 4
παιάν : 2
Κρᾶθις : 2
ἑωσφόρος : 2
μουνάξ : 2
μουσοποιέω : 2
νηλίπους : 3
χήνειος : 2
μυθολογεύω : 4
μυρρινάω : 3
Φολόη : 2
τετράκνημος : 2
ὁμόριος : 2
κάππα : 2
Καύκων : 2
νεούτατος : 4
χεῖ : 2
τρῖμμα : 2
τριακάς : 2
Πείραιον : 2
Κόρκυρα : 2
Ἐγνατία : 2
Ἀφιδναῖος : 2
Ἀμμώνιος2 : 2
ὑποδράω : 2
ναυκληρέω : 2
ἄβρομος : 2
ἀβολέω : 2
ὑποτύφω : 2
ἀβελτερία : 2
ἁβροδίαιτος : 2
ὑπάτη : 2
ναύφρακτος : 3
αἴλινος : 2
Ἀγήσανδρος : 2
ἀγερωχία : 2
ἄγευστος : 2
ἀγαυρός : 2
ἀγρονόμος : 2
νήγρετος : 3
νεότευκτος : 2
νεότομος : 2
ἀγωγεύς : 2
ἀδιάβατος : 2
ἀδηλόω : 2
ἀδήϊος : 2
ἄθραυστος : 2
ἀθεραπευσία : 2
ἄθεμις : 2
ἄημα : 2
ἀηθέω : 2
νόμισις : 4
αἶθος : 2
νομοθέτημα : 3
αἴητος : 2
ἀϊδνός : 2
ξενηλατέω : 3
νυμφικός : 2
κάρυον : 2
αἰσχρουργία : 2
αἱρετέος : 2
νοσοτροφία : 2
αἶπος : 2
ξενιτεύω : 2
ἀκοντίας : 2
ξενοδοκέω : 3
ξυστίς : 2
ἄκτινος : 2
ἄκτωρ : 2
ἄκυλος : 2
ξηρότης : 2
ἀλαστέω : 2
ἀλκυονίς : 2
ὀγδοηκοστός : 3
οἰκοδόμησις : 3
ἀνακόπτω : 2
οἰκίδιον : 3
ἅμιππος : 2
ἀμήτωρ : 2
ἀμουσία : 2
ἀναθετέος : 2
ὀδυνηρός : 2
ἀμφιλύκη : 2
ἀμφιθαλής : 2
ἀμφίδυμος : 2
ἀναδέρκομαι : 2
ἀναδαίω : 2
οἰόρπατα : 2
ἀνάγωγος : 2
οἰσύϊνος : 2
οἰνώψ : 2
διαβοάω : 3
ὁμοδοξέω : 3
ὀχληρός : 2
συνθνῄσκω : 2
συνηρεφής : 2
συνημοσύνη : 2
ἀντιπληρόω : 2
ὀλοφυδνός : 3
ἀνάπαιστος : 2
ἀνάντης : 2
ἀναντίρρητος : 2
Ἄναυρος : 2
συνώνυμος : 2
ἀνάσκητος : 2
ἀναστενάχω : 2
Ὀλυμπικός : 4
Ὁμηρικός : 3
Ὀλυμπιόνικος : 3
ἀνδραποδιστής : 2
ὁμαιχμία : 2
ὁμήγυρις : 3
ἀνήνυτος : 3
ἀνέζω : 2
ἀνεννόητος : 2
Ὁμηρίδης : 4
ὀρσοθύρη : 10
ἀνηγέομαι : 2
ἄνη : 2
ἀνερέπτομαι : 2
ὁρατής : 6
ἀγανόφρων : 2
ἁλιπόρφυρος : 2
ἁλιμυρήεις : 2
ἀνταμείβομαι : 2
ἀγύρτης : 2
ἀντεπιβουλεύω : 2
ἀντερείδω : 2
ἄντιτος : 2
ἀφόρητος : 2
ἀϊκή : 2
ὀπτήρ : 6
ἀνατατικός : 2
ὅπλομαι : 2
ὁποτέρωσε : 4
ὀπίστατος : 2
ἀντίπαις : 2
ἀνυπότακτος : 2
ὀπωρίζω : 6
ἀπάλαλκε : 2
ἀπειρόω : 2
ὁρκίζω : 12
ἄοινος : 2
ὁρμαθός : 12
ἀπαΐσσω : 2
ἀποκρεμάννυμι : 2
ἀποκαραδοκέω : 2
ἀπεννέπω : 2
ἀμφιπίπτω : 2
ἀμφιδέξιος : 2
ἀποσεμνύνω : 2
ἀμυνάθω : 2
ἀποπρολείπω : 2
ἀποπρεσβεία : 2
ἀποπέρδομαι : 2
ἀριστίνδην : 3
ἀριστεία : 3
ἀναθέω : 2
ἀρίδηλος : 2
ἀνακῶς : 2
ἀρέσκεια : 2
δαιτρός : 2
ἀργυρολόγος : 2
ἀράχνιον : 2
δεκαναΐα : 2
ἀσέληνος : 2
ἀρχιτρίκλινος : 2
ἄναλτος : 2
ἀναισχυντέω : 2
ἀπόλεκτος : 3
ἀπόερσε : 3
ἀτροπία : 2
ἀπόδοτος : 3
ἀνασείω : 2
πάγκακος : 6
βέλεμνον : 2
ἀνταῖος : 2
ἀποκαλύπτω : 2
ἀποσημαίνω : 3
γελωτοποιός : 2
ἀπομιμνῄσκομαι : 2
γαστρίμαργος : 2
ἄπολος : 2
ὀρφανίζω : 8
ἀποπηδάω : 2
ἀποπληρόω : 2
ἀποσκίδνημι : 2
διακομιδή : 2
ἀπήμαντος : 2
ἀποπορεύομαι : 2
ἀπραγέω : 3
διαφθορεύς : 2
ἀποκριτέος : 2
ἀποφθινύθω : 2
ἀτάλλω : 3
ἀπουσία : 2
διαστασιάζω : 2
ἀποσυνάγωγος : 2
ἀποσυλάω : 2
διοίχομαι : 2
διοικίζω : 2
διμοιρία : 2
ἀπωστός : 3
ἀπριάτην : 2
ἀποψηφίζομαι : 2
ἀπτήν : 2
ἀρβύλη : 2
ἀρατός : 2
ἀρνευτήρ : 2
ἀρκτικός : 2
ἐγκάθημαι : 2
εἰλυφάζω : 2
Ἄρεος : 2
ἄστυδε : 2
οὐδαμόθεν : 5
ἀσάλευτος : 3
ὀτλέω : 5
ἀρχεύω : 3
ἄρριχος : 2
ἀρρωστέω : 2
ἄρρωστος : 2
ἀτραπιτός : 2
ἐκφροντίζω : 2
ἐκτελευτάω : 2
ἀσάφεια : 3
ἀταρτηρός : 2
ἀχερωΐς : 2
βουκολία : 2
παιδοφόνος : 6
ἐλεγεῖον : 2
ἐναγίζω : 2
ἀσκητός : 2
ἐμπολιτεύω : 2
ἀσταφίς : 2
ἀστάθμητος : 2
προερέσσω : 2
ἀτίετος : 4
ἀτελεύτητος : 2
ἀσφόδελος : 2
ἀσύμμετρος : 2
ἐπιδιαιρέω : 2
βόλος : 2
ἐπίρρυτος : 2
ἐπίπροσθεν : 2
Γάλλος : 2
ἀτυχής : 2
βύρσα : 2
βρωτός : 2
ἔξαρνος : 2
ἐπικώμιος : 2
ἐπικοσμέω : 2
βρόχω : 2
ἐπαναστρέφω : 2
ὄχανον : 4
ὀχάομαι : 3
Ἅφαιστος : 3
ἀφάλλομαι : 3
αὐτόπρεμνος : 2
δεῖνα : 2
διαχειρίζω : 2
παθητικός : 4
ἁφή : 2
εὐρύπορος : 2
εὔρυθμος : 2
ὄχνη : 3
ἀχλύω : 2
παιδοκτόνος : 4
ἀχρηστία : 2
διάκρισις : 2
ζωοποιέω : 2
διαμφισβητέω : 2
διακινέω : 2
ἀφραίνω : 2
ἰδρεία : 2
βαναυσία : 2
βαρβαρισμός : 2
βαλανεύς : 2
παλίνορσος : 4
καθαρεύω : 2
ἑτεροῖος : 2
καθαίρεσις : 2
βεβαίωσις : 2
βάτος : 2
βιαιομαχέω : 3
ἰσοϋψής : 2
βαρυαχής : 2
παλίγκοτος : 3
βίβλος : 2
βιβάσθω : 2
παλαισμοσύνη : 2
παμπήδην : 4
καρχαλέος : 2
παμμέλας : 3
παμμιγής : 3
δυσθετέω : 2
παλιρρόθιος : 3
βλαστός : 2
εὐτρεπίζω : 2
πανωλεθρία : 4
παραβλώσκω : 9
ζαμενέω : 2
κατακληρουχέω : 2
βριθοσύνη : 2
βρομέω : 2
βριάω : 2
γειτνίασις : 2
παραδεκτέος : 6
παραδύομαι : 7
γαῖσος : 2
γαμετή : 2
γενειάω : 3
γεωπείνης : 3
κατασκεδάννυμι : 2
θερισμός : 2
ἐκπομπή : 2
ἐκπετάννυμι : 2
θεομήστωρ : 2
καταρράπτω : 2
ἐκνέω : 2
κατωμαδόν : 2
ἔκφρων : 2
ἔκφυσις : 2
κνάπτω : 2
ἱεροφάντης : 2
παραιθύσσω : 3
γνώμων : 2
Γόργειος : 3
ἐλελίχθων : 2
ἐναντίωμα : 3
ἐμπήγνυμι : 3
ἔμμισθος : 2
γραμματικός : 2
ἐμπάσσω : 2
ἔνθαπερ : 3
ἐνεῖδον : 3
λαοδογματικός : 2
δαπάνημα : 3
λακέρυζα : 2
ἐνάλλομαι : 2
ἐνστάζω : 2
δεξιότης : 4
δεκαπλάσιος : 2
ἐξασκέω : 2
δημηγορέω : 2
μηνιθμός : 2
μηλοτρόφος : 2
ἔξαλλος : 2
δευτερεῖος : 2
ἐξακοντίζω : 2
ἐξαναδύομαι : 3
δερμάτινος : 2
διαγνώμη : 2
διαβατήρια : 2
διακόσμησις : 3
ἐπεξάγω : 3
καταιθαλόω : 2
ἐπακτήρ : 2
διακαρτερέω : 3
διαθήκη : 2
ψύλλα : 2
οἰωνιστής : 2
οἰνόπεδος : 2
οἰκονόμος : 2
ἐπανάγκης : 3
ὀνήσιμος : 2
διαμηχανάομαι : 2
διαλύτρωσις : 2
ζάλη : 2
πέμμα : 3
εἰσότε : 2
ἐφίμερος : 2
ἑκατόμβοιος : 2
πενταετής : 4
ἡγηλάζω : 2
ζυγόω : 2
ζωάγρια : 2
ἐμπυρισμός : 3
ἴσκε : 2
πεντηκοντούτης : 5
πεπαίνω : 4
ἦνοψ : 3
πεντάστομος : 5
ἐκνικάω : 3
θάκημα : 4
ἐκμηρύομαι : 2
ἕκμηνος : 3
ἐκμοχθέω : 3
ἐκκυβεύω : 2
ἑκυρά : 2
περίβλεπτος : 5
ἐκπεριπλέω : 3
ἐκνεύω : 2
ὑπομνηματισμός : 2
ἐκπρομολεῖν : 3
ἐκπαγλέομαι : 2
ἐκτομή : 3
ἔκπυστος : 2
φευκτέος : 2
ξυλεία : 2
φαυλότης : 2
θειόω : 3
ἐκτήκω : 2
θεμιστοπόλος : 2
ἐλαστρέω : 2
ἶδος : 2
ἐκχώννυμι : 2
Ἑλικώνιος : 3
περιπετής : 3
ἐλεφάντινος : 2
περιέργω : 4
ἐμβαδόν : 3
περίζωμα : 4
ἐμπεδόω : 2
ἐμβοάω : 2
ἐμβάς : 2
περικήδομαι : 2
ἐμπρόσθιος : 2
ἐπαναβαίνω : 3
ἔμφρουρος : 3
ἐμπορικός : 2
περίκλυστος : 4
περιτροπή : 6
περικόπτω : 3
ἐναταῖος : 3
λεύω : 2
ἔνδειξις : 2
ἐνετή : 2
ἐνδοιάζω : 2
περιτρέφω : 4
ἐνορούω : 2
περισαίνω : 2
ἐνωπή : 2
Περσιστί : 5
ἐντυπάς : 2
ἐνυβρίζω : 2
νεήκης : 2
πεσσός : 5
πηδός : 7
ὀλιγοδρανέω : 2
Ὄθρυς : 2
ἑξακισμύριοι : 3
οἴαξ : 2
ἐξακέομαι : 3
ὁμογνωμονέω : 2
ἔξαλος : 2
ἐξαμάω : 2
ἐξαίρεσις : 2
πιμελή : 5
ὀφείλημα : 2
οὖ : 2
παρακαλύπτω : 2
ἐξοδάω : 2
ἐξομιλέω : 2
Πιτανήτης : 6
ἐπαλλάσσω : 2
πίτυλος : 6
ἐπαλαστέω : 3
παρίσχω : 2
πάροικος : 2
ἐπαγείρω : 2
περιγηθής : 3
Πλαταιικός : 5
φυσιολογία : 2
πινυτή : 4
πιλέω : 4
πικρόγαμος : 4
ἐπαμφοτερίζω : 2
χρυσάρματος : 2
πηδόν : 2
περιφράσσω : 2
ἐπερώτημα : 2
πολύκλητος : 2
ἐπεῖπον : 2
ἐπητής : 2
ἐπίγονος : 2
πλεονασμός : 4
ἐπιβούλευμα : 2
ἐπιβατός : 2
ἐπίβουλος : 2
ἐπιβρομέω : 2
τετραπλόος : 2
τετράορος : 2
πλεθριαῖος : 4
ἐπίδηλος : 2
πλήμνη : 5
ἐπικέλομαι : 3
πυλαωρός : 2
πτώξ : 2
ἐπικατασφάζω : 3
πτίλον : 2
ἐπιζώννυμι : 2
στύραξ2 : 2
συβόσιον : 2
ἐπιορκία : 2
συναρχία : 2
τύμπανον : 2
πολεμιστήριος : 4
τανύφυλλος : 2
ταλαύρινος : 2
σωφρονιστής : 2
σχεδιάζω : 2
ἐπιρραίνω : 2
ἐπιρράσσω : 2
πλουτίζω : 2
τρῆμα : 2
τραπεζίτης : 2
τοξόδαμνος : 2
ἐπισιτισμός : 2
πολύφημος : 3
ὕπουλος : 2
ὑποβλήδην : 2
πολυθαρσής : 3
ὑποκάτω : 2
ἐπισφάζω : 2
ὑπεροψία : 2
ἐπιστημόω : 3
πολύαινος : 3
φλιά : 2
φάσις : 2
Δαυλίς : 2
πολισσοῦχος : 3
φαλαγγηδόν : 2
Αἰτώλιος : 2
φυκτός : 2
πολυᾶϊξ : 2
ἐπιχωρέω : 2
χαλκεία : 2
χαροπός : 2
πολύξενος : 3
πολυπενθής : 3
ἐργατίνης : 2
ἐρεύγομαι2 : 3
χαμεύνη : 2
πορφυρίς : 4
ὦλξ : 2
Ἀνδραίμων : 2
Κλεόβουλος : 2
ἑταιρέω : 3
Γάργαρον : 2
ἔσθημα : 2
Αἰγιαλός : 2
ἑταιρικός : 3
ποτανός : 4
γένεθλον : 2
Ἐτεοκλέης : 3
πρᾶσις : 3
εὐτειχής : 2
ἶρις : 2
ἑτοιμότης : 3
Μεγαπένθης : 2
Γορδίας : 2
Δελφίς : 2
Δεῖμος : 2
```

